vName,lat,long,vnum,volcanoCd,vUrl,vImage,obs,region,noticeId,noticeSynopsis,alertLevel,colorCode,statusIconUrl,alertDate,colorDate,noticeUrl,noticeSectionData,nvewsThreat
Kilauea,19.421,-155.287,332010,hi3,https://www.usgs.gov/volcanoes/kilauea,https://volcanoes.usgs.gov/vsc/images/kilauea/kilauea.jpg,hvo,Hawaii,DOI-USGS-HVO-2025-09-24T18:46:03+00:00,HVO Kilauea ORANGE/WATCH - The Halemaʻumaʻu eruption of Kīlauea is currently paused after episode 33 ended on September 19. Episode 34 is likely to start between Sep 28 and Oct 1.,WATCH,ORANGE,https://volcanoes.usgs.gov/images/icons/map/orange_watch.png,2025-09-24 18:50:02,2025-09-24 18:50:02,https://volcanoes.usgs.gov/hans2/view/notice/DOI-USGS-HVO-2025-09-24T18:46:03+00:00,https://volcanoes.usgs.gov/vsc/api/hansApi/noticeSection/DOI-USGS-HVO-2025-09-24T18:46:03+00:00,Very High Threat
