alertDate,colorDate,alertLevel,colorCode,noticeSynopsis,noticeId,noticeUrl,vName,nvewsThreat,new_notice,datetime_utc,alert_change,color_change
2025-10-13 19:02:50+00:00,2025-10-13 19:02:50+00:00,WATCH,ORANGE,HVO Kilauea ORANGE/WATCH - Episode 34 lava fountaining ended October 1. Episode 35 is likely to start between October 17 and 21.,DOI-USGS-HVO-2025-10-13T18:35:32+00:00,https://volcanoes.usgs.gov/hans2/view/notice/DOI-USGS-HVO-2025-10-13T18:35:32+00:00,Kilauea,Very High Threat,True,2025-10-14 08:18:57+00:00,True,True
