date,temperature_2m,relative_humidity_2m,precipitation,rain,showers,evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_speed_180m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_direction_180m,wind_gusts_10m
2025-09-30 10:00:00+00:00,19.3065,82.0,0.0,0.0,0.0,0.01,0.40325534,5.937272,8.089993,7.69592,8.287822,284.03625,339.14545,349.21573,357.5105,11.5199995
2025-09-30 11:00:00+00:00,19.1565,85.0,0.0,0.0,0.0,0.01,0.33291626,6.28713,9.021574,8.766573,9.0645685,283.24054,331.38962,340.8209,353.15732,12.599999
2025-09-30 12:00:00+00:00,19.0065,86.0,0.0,0.0,0.0,0.01,0.30783272,6.638072,9.885262,9.360001,9.114471,282.5288,326.88864,337.3801,350.9098,13.679999
2025-09-30 13:00:00+00:00,18.5065,86.0,0.0,0.0,0.0,0.01,0.29838467,6.87779,9.290511,8.891344,8.759178,276.0089,324.46225,338.6293,350.53775,13.679999
2025-09-30 14:00:00+00:00,18.0065,86.0,0.0,0.0,0.0,0.01,0.2891909,7.2,8.287822,7.968939,7.9526596,270.0,325.6196,341.56494,354.80566,13.679999
2025-09-30 15:00:00+00:00,18.0565,85.0,0.0,0.0,0.0,0.01,0.31082392,6.8399997,7.10031,6.9899354,7.5685663,270.0,329.53452,348.11136,357.27374,13.679999
2025-09-30 16:00:00+00:00,19.1565,83.0,0.0,0.0,0.0,0.01,0.37731493,5.1544156,6.9527545,6.924738,7.208994,282.09473,338.74942,351.02744,357.13766,14.04
2025-09-30 17:00:00+00:00,20.9065,80.0,0.0,0.0,0.0,0.01,0.49456525,3.8268526,6.9899354,7.208994,7.208994,318.81415,348.11136,357.13766,357.13766,14.4
2025-09-30 18:00:00+00:00,22.5565,76.0,0.0,0.0,0.0,0.04,0.6562886,4.3349743,7.208994,7.2359104,7.2359104,4.763556,2.8623457,5.7105074,5.7105074,14.759999
2025-09-30 19:00:00+00:00,24.0065,70.0,0.0,0.0,0.0,0.11,0.8952992,5.991594,7.729527,7.729527,7.5685663,32.73523,27.758451,27.758451,25.346138,18.359999
2025-09-30 20:00:00+00:00,25.3565,63.0,0.0,0.0,0.0,0.21000002,1.1968417,8.209263,9.686609,9.931042,9.673221,52.124958,48.01287,46.468742,44.999897,21.599998
