date,temperature_2m,relative_humidity_2m,precipitation,rain,showers,evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_speed_180m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_direction_180m,wind_gusts_10m
2025-09-30 21:00:00+00:00,26.3065,59.0,0.0,0.0,0.0,0.28000003,1.4028871,10.495713,11.983188,12.181624,11.885453,59.03632,57.264786,55.840256,54.865723,25.199999
2025-09-30 22:00:00+00:00,26.706501,58.0,0.0,0.0,0.0,0.3,1.4713149,11.792404,13.891522,14.081477,13.979872,58.736336,58.781662,57.528828,55.491425,27.0
2025-09-30 23:00:00+00:00,26.706501,60.0,0.0,0.0,0.0,0.29000002,1.4011924,12.783802,15.575981,15.778516,15.778516,57.652576,56.3099,55.222095,55.222095,29.16
2025-10-01 00:00:00+00:00,26.3565,63.0,0.0,0.0,0.0,0.26,1.2696455,12.682018,15.986593,16.199999,16.418526,55.407658,54.16227,53.13002,52.124958,30.960001
2025-10-01 01:00:00+00:00,25.5065,68.0,0.0,0.0,0.0,0.22,1.0442421,11.808878,15.349684,15.349684,15.546833,52.431335,50.710617,50.710617,47.815628,28.44
2025-10-01 02:00:00+00:00,24.3065,74.0,0.0,0.0,0.0,0.17,0.78991675,10.195057,13.493999,13.746156,14.021525,47.862484,46.080845,44.999897,41.877792,26.28
2025-10-01 03:00:00+00:00,23.1065,80.0,0.0,0.0,0.0,0.12,0.56534743,8.435069,11.592894,11.885453,12.287555,39.805527,36.158287,35.134277,31.827414,23.759998
2025-10-01 04:00:00+00:00,22.0065,86.0,0.0,0.0,0.0,0.08,0.3702109,5.95906,9.793058,10.587917,11.177405,25.016869,17.102825,17.818983,14.931467,19.08
2025-10-01 05:00:00+00:00,20.956501,91.0,0.0,0.0,0.0,0.04,0.22320056,4.452954,9.885262,10.853866,11.542478,345.9637,349.50858,354.2895,356.42374,14.04
2025-10-01 06:00:00+00:00,20.206501,93.0,0.0,0.0,0.0,0.01,0.16577458,4.8433046,11.113451,11.841756,12.313893,311.98712,335.09525,340.46326,344.7448,9.36
2025-10-01 07:00:00+00:00,20.0565,90.0,0.0,0.0,0.0,-0.0,0.2346499,5.495161,11.91812,12.181625,12.661564,301.60745,334.98312,341.02948,345.17346,10.08
2025-10-01 08:00:00+00:00,20.206501,85.0,0.0,0.0,0.0,0.01,0.35527253,5.495161,11.726277,12.496719,12.7279215,301.60745,342.12122,348.3664,351.87,11.159999
2025-10-01 09:00:00+00:00,20.3565,81.0,0.0,0.0,0.0,0.01,0.4542166,5.495161,11.792404,12.324414,12.620554,301.60745,347.66092,353.29025,356.72958,11.879999
2025-10-01 10:00:00+00:00,20.3565,82.0,0.0,0.0,0.0,0.01,0.43030393,5.1919937,11.304229,11.928989,12.245294,303.6901,350.8377,354.80566,358.31534,11.159999
2025-10-01 11:00:00+00:00,20.3065,85.0,0.0,0.0,0.0,0.01,0.35746884,4.8433046,10.538843,11.183201,11.165805,311.98712,352.14676,356.3087,358.15244,10.440001
2025-10-01 12:00:00+00:00,20.206501,88.0,0.0,0.0,0.0,0.01,0.28420568,4.6102495,9.779817,10.446206,10.799999,321.34018,353.6599,358.0251,360.0,9.72
2025-10-01 13:00:00+00:00,20.0065,90.0,0.1,0.0,0.1,0.01,0.23392749,4.6102495,9.422101,10.08,10.853866,321.34018,353.41815,360.0,5.7105074,9.72
2025-10-01 14:00:00+00:00,19.8065,93.0,0.1,0.0,0.1,-0.0,0.16173148,4.6102495,9.3876505,10.105681,11.090103,321.34018,355.60138,4.085537,13.134034,9.72
2025-10-01 15:00:00+00:00,19.706501,94.0,0.1,0.0,0.1,-0.0,0.1377697,4.510787,9.3669195,10.538843,11.726277,331.38962,357.79745,7.853233,17.87879,9.72
2025-10-01 16:00:00+00:00,19.7565,95.0,0.0,0.0,0.0,0.0,0.115161896,5.0911684,9.746631,11.367109,12.522619,351.87,4.23632,10.954029,18.435053,12.959999
2025-10-01 17:00:00+00:00,19.9065,95.0,0.0,0.0,0.0,0.0,0.11623478,6.638072,10.041354,12.313893,13.450708,12.528798,14.534496,15.255177,15.524177,16.199999
2025-10-01 18:00:00+00:00,20.4065,92.0,0.0,0.0,0.0,0.01,0.19180727,8.225035,11.298495,13.32,14.241629,23.198618,22.47948,18.924751,16.144413,19.44
2025-10-01 19:00:00+00:00,21.5565,84.0,0.0,0.0,0.0,0.07000001,0.41167307,9.826088,12.7279215,14.182355,15.042659,28.442837,28.739704,23.962492,21.037588,23.039999
2025-10-01 20:00:00+00:00,23.0065,73.0,0.0,0.0,0.0,0.15,0.7587211,11.183201,14.57889,15.141414,15.778518,33.178535,32.905247,28.392921,27.149609,27.0
2025-10-01 21:00:00+00:00,24.0565,65.0,0.0,0.0,0.0,0.21000002,1.0477428,12.599998,16.279802,16.676977,16.981165,36.86999,35.09589,32.660904,32.005356,30.599998
2025-10-01 22:00:00+00:00,24.456501,64.0,0.0,0.0,0.0,0.24,1.1037761,14.05845,18.504139,18.875126,19.171478,39.805527,37.092915,34.90257,34.286938,33.48
2025-10-01 23:00:00+00:00,24.456501,66.0,0.0,0.0,0.0,0.26,1.0424161,15.580141,20.523157,21.599998,21.67786,40.314034,37.875053,36.86998,35.537766,36.36
