vName,lat,long,vnum,volcanoCd,vUrl,vImage,obs,region,noticeId,noticeSynopsis,alertLevel,colorCode,statusIconUrl,alertDate,colorDate,noticeUrl,noticeSectionData,nvewsThreat
Kilauea,19.421,-155.287,332010,hi3,https://www.usgs.gov/volcanoes/kilauea,https://volcanoes.usgs.gov/vsc/images/kilauea/kilauea.jpg,hvo,Hawaii,DOI-USGS-HVO-2025-10-01T17:33:50+00:00,HVO Kilauea ORANGE/WATCH - Kīlauea is not erupting. Episode 34 lava fountaining ended this morning at 7:03 a.m. HST.,WATCH,ORANGE,https://volcanoes.usgs.gov/images/icons/map/orange_watch.png,2025-10-01 19:46:29,2025-10-01 19:46:29,https://volcanoes.usgs.gov/hans2/view/notice/DOI-USGS-HVO-2025-10-01T17:33:50+00:00,https://volcanoes.usgs.gov/vsc/api/hansApi/noticeSection/DOI-USGS-HVO-2025-10-01T17:33:50+00:00,Very High Threat
